restaurant_name,rating,reviews_given,restaurant_location,cuisines,average_cost_for_two,order_category,city,restaurant_category,has_online_order,has_table_booking,num_cuisines
Toscano,4.3,1129,Jayanagar,"Italian, Salad",1300.0,Delivery,Banashankari,Casual Dining,1,1,2
Lord Of The Kitchen,3.9,56,Kumaraswamy Layout,"North Indian, Chinese",350.0,Delivery,Banashankari,Quick Bites,1,0,2
Stoned Monkey,4.3,860,Banashankari,"Desserts, Ice Cream",500.0,Delivery,Banashankari,Dessert Parlor,1,0,2
Central Jail Restaurant,3.8,412,Jayanagar,"Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari,Casual Dining,1,0,4
Bella,3.9,142,Jayanagar,"Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari,Casual Dining,1,1,3
Vennela Andhra Meals,3.0,23,Jayanagar,Andhra,400.0,Delivery,Banashankari,Quick Bites,1,0,1
New Prashanth Hotel,3.6,143,Jayanagar,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari,Casual Dining,1,0,4
The Grillo,2.8,80,Jayanagar,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari,Casual Dining,1,1,6
Re Malnad Nati Style Hotel,3.6,16,JP Nagar,South Indian,400.0,Delivery,Banashankari,Casual Dining,1,0,1
Karma Kaapi,4.4,181,Jayanagar,"Beverages, Tea",250.0,Delivery,Banashankari,Beverage Shop,1,0,2
Tiwari's,3.8,70,Jayanagar,"North Indian, Street Food",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Pizza Stop,3.8,164,Basavanagudi,"Pizza, Italian",600.0,Delivery,Banashankari,Quick Bites,1,0,2
Biggies Burger 'n' More,3.6,58,Kumaraswamy Layout,"Cafe, Burger, Beverages",650.0,Delivery,Banashankari,Quick Bites,1,0,3
Srinathji's Cafe,3.8,148,Basavanagudi,"North Indian, Cafe, Chinese, Fast Food",550.0,Delivery,Banashankari,Casual Dining,0,0,4
Kollapuri's,3.9,206,Basavanagudi,"South Indian, Mangalorean",450.0,Delivery,Banashankari,Quick Bites,0,0,2
Sugar Stars Co,0.0,0,Basavanagudi,"Bakery, Desserts",300.0,Delivery,Banashankari,Bakery,0,0,2
Bombay Kulfis,0.0,0,JP Nagar,Ice Cream,200.0,Delivery,Banashankari,Dessert Parlor,0,0,1
Kadamba Classic,3.6,16,Mysore Road,South Indian,300.0,Delivery,Banashankari,Quick Bites,0,0,1
RS Shiv Sagar,3.7,217,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari,Casual Dining,0,0,5
Kholi Mane,3.6,46,Basavanagudi,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari,Quick Bites,0,0,4
Harshi Super Sandwich,3.8,148,Basavanagudi,"Fast Food, Street Food",150.0,Delivery,Banashankari,Quick Bites,0,0,2
Cake Yard,3.4,30,Basavanagudi,Desserts,250.0,Delivery,Banashankari,Dessert Parlor,0,0,1
Rosewood International Hotel - Bar & Restaurant,3.6,8,Mysore Road,"North Indian, South Indian, Andhra, Chinese",800.0,Delivery,Banashankari,Casual Dining,0,0,4
Sri Udupi Veg,3.3,4,Jayanagar,South Indian,250.0,Delivery,Banashankari,Quick Bites,0,0,1
Cake Art,3.5,15,Basavanagudi,Bakery,400.0,Delivery,Banashankari,Bakery,0,0,1
Aahar Cafe,0.0,0,Basavanagudi,South Indian,100.0,Delivery,Banashankari,Quick Bites,0,0,1
Akash Gowdru Biryani Center,0.0,0,Uttarahalli,"North Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,0,0,2
New Sri Udupi Restaurant,0.0,0,Jayanagar,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0,Delivery,Banashankari,Quick Bites,0,0,5
Potato House,3.4,9,Uttarahalli,Street Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Hotel Biriyani Counter,0.0,0,Vijay Nagar,"North Indian, Chinese, Biryani",350.0,Delivery,Banashankari,Quick Bites,0,0,3
Matru Sagar,3.7,31,Mysore Road,"South Indian, North Indian",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Ugadi,2.9,177,Jayanagar,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari,Casual Dining,1,0,5
Sri Krishna Sweets,3.7,22,Basavanagudi,"Mithai, Desserts",250.0,Delivery,Banashankari,Sweet Shop,1,0,2
In Time Cane Juice,3.5,10,Kumaraswamy Layout,"Juices, Beverages",100.0,Delivery,Banashankari,Beverage Shop,1,0,2
Subway,3.7,136,Banashankari,"Salad, Fast Food",600.0,Delivery,Banashankari,Quick Bites,1,0,2
Daal Roti,2.9,35,Kumaraswamy Layout,"North Indian, Chinese",250.0,Delivery,Banashankari,Quick Bites,1,0,2
The Lassi Park,4.1,185,Jayanagar,"Juices, Desserts",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Cafe Coffee Day,3.2,17,Jayanagar,"Cafe, Fast Food",900.0,Delivery,Banashankari,Cafe,1,0,2
A2B - Adyar Ananda Bhavan,3.8,155,Mysore Road,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari,Casual Dining,1,0,4
Srikrishna Bhavan,3.8,42,Banashankari,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Timepass Dinner,3.8,286,Basavanagudi,North Indian,600.0,Delivery,Banashankari,Casual Dining,1,0,1
Green Gardenia,3.8,160,Banashankari,"North Indian, Chinese",700.0,Delivery,Banashankari,Casual Dining,1,0,2
J Spice,3.8,59,Banashankari,"North Indian, Chinese",750.0,Delivery,Banashankari,Casual Dining,1,0,2
Karavali Family Restaurant,3.5,90,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari,Casual Dining,1,0,5
Karavali Lunch Home,3.7,51,Kumaraswamy Layout,"South Indian, Mangalorean",350.0,Delivery,Banashankari,Quick Bites,1,0,2
Hatti Kaapi,4.0,89,Jayanagar,"South Indian, Beverages",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Kolkata Kathi Roll's,3.6,18,Banashankari,"Fast Food, Rolls",250.0,Delivery,Banashankari,Quick Bites,1,0,2
Upahara Darshini,3.9,40,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari,Casual Dining,1,0,4
The Chaat Shop,2.5,35,Basavanagudi,Fast Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Anda Ka Funda,3.4,89,Jayanagar,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Shri Vinayaka Ice N Juice,3.2,11,Basavanagudi,"Beverages, Fast Food",150.0,Delivery,Banashankari,Quick Bites,1,0,2
My Tea House,3.6,62,Banashankari,"Italian, Fast Food, Cafe, European",600.0,Delivery,Banashankari,Quick Bites,1,0,4
Ibaco,3.9,33,Jayanagar,Desserts,300.0,Delivery,Banashankari,Dessert Parlor,1,0,1
Jalaram Sweets,3.8,32,Jayanagar,"Desserts, Mithai",250.0,Delivery,Banashankari,Sweet Shop,1,0,2
Samskruti - Sanman Gardenia,4.1,139,Jayanagar,"North Indian, Chinese, South Indian",550.0,Delivery,Banashankari,Casual Dining,1,0,3
Bendakaluru Bytes,3.2,154,Vijay Nagar,Fast Food,300.0,Delivery,Banashankari,Quick Bites,1,0,1
Cocoa Bakes,3.6,14,Banashankari,"Bakery, Desserts",350.0,Delivery,Banashankari,Bakery,1,0,2
Chumma Delicious,3.7,237,Banashankari,"South Indian, Fast Food",200.0,Delivery,Banashankari,Quick Bites,1,0,2
New Prashanth Hotel,3.9,388,Banashankari,"Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari,Casual Dining,1,0,4
SSV Upahar,0.0,0,Jayanagar,"South Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Dwaraka Grand,3.9,128,Kumaraswamy Layout,"South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari,Casual Dining,1,0,4
Gufha - The President Hotel,4.1,1875,Jayanagar,"North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari,Casual Dining,1,1,3
Cafe Vivacity,3.8,90,Banashankari,Cafe,650.0,Delivery,Banashankari,Cafe,1,0,1
Tanna's Kitchen,3.1,7,Kumaraswamy Layout,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Shree Mandarathi Grand,3.7,38,Uttarahalli,"South Indian, North Indian",400.0,Delivery,Banashankari,Casual Dining,1,0,2
Mojo Pizza - 2X Toppings,4.2,179,Banashankari,Pizza,600.0,Delivery,Banashankari,Delivery,1,0,1
Iceberg Icecreams,4.0,43,Basavanagudi,"Desserts, Ice Cream",250.0,Delivery,Banashankari,Dessert Parlor,1,0,2
South Kitchen,4.3,275,Basavanagudi,South Indian,100.0,Delivery,Banashankari,Quick Bites,1,0,1
Chung Wah,3.7,323,Jayanagar,"Chinese, Thai, Momos",850.0,Delivery,Banashankari,Casual Dining,1,0,3
Shanthi Sagar,3.1,28,Uttarahalli,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,Casual Dining,1,0,3
Millet Mama,3.9,18,Basavanagudi,"South Indian, Healthy Food",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Bangarpet Chat Express,3.3,6,Basavanagudi,"Street Food, Fast Food",100.0,Delivery,Banashankari,Quick Bites,1,0,2
South Cool Point,0.0,0,Basavanagudi,Beverages,100.0,Delivery,Banashankari,Dessert Parlor,1,0,1
Prems Graama Bhojanam,4.3,322,Jayanagar,South Indian,400.0,Delivery,Banashankari,Casual Dining,1,0,1
Java City,2.6,157,Jayanagar,"Cafe, American, Pizza",450.0,Delivery,Banashankari,Cafe,1,0,3
Kamat Bugle Rock,3.9,543,Basavanagudi,"South Indian, Fast Food",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Woodee Pizza,3.7,180,Banashankari,"Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari,Cafe,1,0,4
Puliyogare Point,4.2,444,Basavanagudi,South Indian,100.0,Delivery,Banashankari,Quick Bites,1,0,1
Bangalore Agarwal Bhavan,3.9,134,Jayanagar,"Street Food, North Indian, South Indian",400.0,Delivery,Banashankari,Quick Bites,1,0,3
Rustic Stove,3.8,577,Jayanagar,"North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari,Casual Dining,1,0,4
Udupi Ruchi Grand,4.2,60,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,Quick Bites,1,0,4
De Thaali,3.9,144,Jayanagar,"North Indian, Chinese, Rolls",550.0,Delivery,Banashankari,Casual Dining,1,0,3
Spice Elephant,4.1,787,Banashankari,"Chinese, North Indian, Thai",800.0,Delivery,Banashankari,Casual Dining,1,0,3
Just Thindi,3.6,16,Basavanagudi,South Indian,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Matru Sagar,3.6,84,Banashankari,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Vasanth Vihar - Since 1965,3.6,95,Banashankari,"South Indian, Street Food",150.0,Delivery,Banashankari,Quick Bites,1,0,2
Sea Spice by 7 Star,4.0,349,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari,Casual Dining,1,1,6
Desi Dawat,3.7,248,Kumaraswamy Layout,"North Indian, Fast Food",400.0,Delivery,Banashankari,Quick Bites,1,0,2
Cafe Aira,4.1,216,Basavanagudi,"Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari,Cafe,1,0,4
Donne Biriyani combos,0.0,0,Kumaraswamy Layout,Biryani,400.0,Delivery,Banashankari,Casual Dining,1,0,1
Penthouse Cafe,4.0,324,Banashankari,"Cafe, Italian, Continental",700.0,Delivery,Banashankari,Cafe,1,0,3
Mast Punjabi,2.6,231,Kumaraswamy Layout,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari,Quick Bites,1,0,5
South Grand,3.4,102,Uttarahalli,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari,Casual Dining,1,0,4
Catch-up-ino,3.9,133,Banashankari,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari,Cafe,1,0,5
The Pizzeria,2.8,45,Banashankari,"Pizza, Italian, Salad",800.0,Delivery,Banashankari,Casual Dining,1,0,3
Cafe Zone,3.9,149,Kumaraswamy Layout,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Ruchis Point,3.8,75,Banashankari,"Fast Food, Chinese",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Firangi Bake,4.0,53,Rajarajeshwari Nagar,"Mexican, Italian",600.0,Delivery,Banashankari,Delivery,1,0,2
The Royal Corner - Pai Viceroy,4.2,815,Jayanagar,"North Indian, Chinese",900.0,Delivery,Banashankari,Casual Dining,1,1,2
Hara Fine Dine,4.0,633,Banashankari,"North Indian, Chinese",800.0,Delivery,Banashankari,Casual Dining,1,1,2
Chocoberry,3.5,56,Jayanagar,"Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari,Dessert Parlor,1,0,3
Dakshin Grand,3.0,82,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari,Quick Bites,1,0,4
Sandwichwallas,3.7,35,Jayanagar,Fast Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Chai Mane,3.6,20,Basavanagudi,"Juices, Fast Food",150.0,Delivery,Banashankari,Quick Bites,1,0,2
SLV Upachar,3.1,14,Kumaraswamy Layout,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Waffle-A-Go Go,3.9,70,Banashankari,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari,Dessert Parlor,1,0,3
Cross Road Cafe,3.9,91,Jayanagar,"Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari,Cafe,1,0,3
Anand Donne Biriyani,3.6,45,Jayanagar,Biryani,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Seven Star,3.4,7,Banashankari,"North Indian, Chinese",250.0,Delivery,Banashankari,Quick Bites,1,0,2
Stop 'N' Joy,3.8,28,Banashankari,Fast Food,150.0,Delivery,Banashankari,Quick Bites,1,0,1
Sri Yaksha Shiv Sagar,3.6,24,Banashankari,"North Indian, Chinese",600.0,Delivery,Banashankari,Casual Dining,1,0,2
Fudge,3.8,36,Basavanagudi,"Desserts, Momos",200.0,Delivery,Banashankari,Dessert Parlor,1,0,2
Just Bunny,3.5,11,Jayanagar,Fast Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Bakers Town,3.8,77,Kumaraswamy Layout,"Cafe, Continental, Fast Food",650.0,Delivery,Banashankari,Cafe,1,0,3
Shree Mahalakshmi Sweets,3.2,8,Banashankari,"Mithai, Street Food",100.0,Delivery,Banashankari,Sweet Shop,1,0,2
Kaapi Kendra,3.7,14,Jayanagar,South Indian,100.0,Delivery,Banashankari,Quick Bites,1,0,1
Ivy,3.8,210,Kumaraswamy Layout,"North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari,Casual Dining,1,0,3
The Airos,4.1,130,Jayanagar,"Cafe, Italian, Pizza",650.0,Delivery,Banashankari,Cafe,1,0,3
Chai Kraft,4.1,30,Jayanagar,"Beverages, Tea",100.0,Delivery,Banashankari,Beverage Shop,1,0,2
Kirthi's Biryani,3.8,144,Banashankari,"Chinese, Cafe, Italian",700.0,Delivery,Banashankari,Cafe,1,0,3
South Point Pub,3.4,11,Basavanagudi,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari,Bar,1,0,3
The Trundle,3.7,133,Jayanagar,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari,Casual Dining,1,0,4
The Krishna Grand Xpress,4.0,136,Jayanagar,"South Indian, Fast Food",350.0,Delivery,Banashankari,Quick Bites,1,0,2
Sri Krishna Darshini,3.1,4,Basavanagudi,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari,Quick Bites,1,0,3
Shringar Sweets & Snacks,3.5,11,Basavanagudi,"Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari,Sweet Shop,1,0,4
Udupi Grand,3.8,74,Basavanagudi,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Ganesh Grand,3.7,30,Basavanagudi,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Shreyas Upahar & Burger Point,3.0,7,Basavanagudi,"South Indian, Burger",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Coffee Tindi,3.8,75,Banashankari,"Cafe, South Indian",200.0,Delivery,Banashankari,Cafe,1,0,2
Little Cafe,3.7,54,Basavanagudi,"Cafe, Beverages",600.0,Delivery,Banashankari,Cafe,1,0,2
Mumbai Badam Milk & Lassi Center,3.6,23,Basavanagudi,"Beverages, Desserts",100.0,Delivery,Banashankari,Kiosk,1,0,2
Sri Krishna Sagar,3.2,119,Banashankari,"North Indian, Chinese",400.0,Delivery,Banashankari,Casual Dining,1,0,2
Mylari Biryani Family Restaurant,3.7,73,Banashankari,"Biryani, Fast Food",400.0,Delivery,Banashankari,Quick Bites,1,0,2
1980s Games Cafe,3.4,58,Basavanagudi,"Cafe, Fast Food",400.0,Delivery,Banashankari,Cafe,1,0,2
Kadala Tarangaa,3.6,129,Banashankari,"Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari,Casual Dining,1,0,3
Namma Biryani,3.6,24,Banashankari,"Biryani, Chinese, North Indian",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Nandhanu's Rasoi,3.0,175,Kumaraswamy Layout,"Chinese, North Indian",400.0,Delivery,Banashankari,Quick Bites,1,0,2
Hotel Pork Paradise,3.7,21,Mysore Road,South Indian,300.0,Delivery,Banashankari,Quick Bites,1,0,1
As On Fire,3.5,41,South Bangalore,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari,Food Truck,1,0,3
J K Fish Land,3.6,35,Jayanagar,"Seafood, Mangalorean",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Curry Leaves,4.1,176,Basavanagudi,"Andhra, North Indian, Chinese",800.0,Delivery,Banashankari,Casual Dining,1,0,3
Lassi Shop,3.5,45,Banashankari,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Banashankari,Beverage Shop,1,0,3
Magic Meals,3.7,47,Jayanagar,"Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari,Quick Bites,1,0,3
Desi Cream Junction,3.7,36,Jayanagar,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari,Casual Dining,1,1,4
Drunken Monkey,3.8,52,Kumaraswamy Layout,"Beverages, Fast Food",400.0,Delivery,Banashankari,Beverage Shop,1,0,2
Ruchi's Corner,2.7,123,Banashankari,Fast Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Tandoori Bytes,3.6,59,Kumaraswamy Layout,North Indian,700.0,Delivery,Banashankari,Casual Dining,1,0,1
Bangalore Donne Biriyani,3.2,4,Kumaraswamy Layout,"South Indian, Biryani",300.0,Delivery,Banashankari,Quick Bites,1,0,2
SGS Non Veg - Gundu Pulav,3.8,101,Banashankari,"Biryani, Fast Food",400.0,Delivery,Banashankari,Quick Bites,1,0,2
Keventers,3.7,54,Banashankari,"Desserts, Beverages, Ice Cream",400.0,Delivery,Banashankari,Beverage Shop,1,0,3
Sree Sagar,0.0,0,Banashankari,South Indian,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Navi Food Point,3.6,22,Basavanagudi,Fast Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Shawarma Inc,3.1,31,Banashankari,"Rolls, Lebanese",250.0,Delivery,Banashankari,Takeaway,1,0,2
The Cafe Nuts and Bolts,3.0,29,Kumaraswamy Layout,"Cafe, Fast Food, Chinese",500.0,Delivery,Banashankari,Cafe,1,0,3
AM WOW,3.4,6,Jayanagar,Beverages,100.0,Delivery,Banashankari,Beverage Shop,1,0,1
Lalbagh Grand,3.0,22,Basavanagudi,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari,Quick Bites,1,0,3
Funjabi Curries,2.9,11,Banashankari,North Indian,500.0,Delivery,Banashankari,Quick Bites,1,0,1
Eat Repeat,3.9,101,Basavanagudi,South Indian,150.0,Delivery,Banashankari,Quick Bites,1,0,1
Salut,4.1,442,Jayanagar,"Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari,Pub,1,1,4
Nammura Donne Biriyani,3.5,155,Basavanagudi,"Biryani, Fast Food",400.0,Delivery,Banashankari,Quick Bites,1,0,2
Lassi Stop,3.4,12,Banashankari,"Beverages, Fast Food, Juices",150.0,Delivery,Banashankari,Beverage Shop,1,0,3
Dakshin Kitchen,3.6,15,Basavanagudi,South Indian,100.0,Delivery,Banashankari,Quick Bites,1,0,1
Sri Sai Cafe,3.5,10,Basavanagudi,South Indian,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Sri Sai 99 Variety Dosa,3.8,25,Banashankari,South Indian,300.0,Delivery,Banashankari,Quick Bites,1,0,1
Utsav Restaurant,3.8,61,Banashankari,"North Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Crunch and Munch,3.7,23,Uttarahalli,"Chinese, Street Food, Ice Cream",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Food Geek,3.8,25,Basavanagudi,"Sandwich, Fast Food, Rolls",350.0,Delivery,Banashankari,Quick Bites,1,0,3
Sri Krishna Aramane,3.7,40,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",200.0,Delivery,Banashankari,Quick Bites,1,0,4
Great Indian Rolls,3.3,4,Basavanagudi,Rolls,100.0,Delivery,Banashankari,Quick Bites,1,0,1
Chats Point,3.4,8,Basavanagudi,"Fast Food, Street Food",150.0,Delivery,Banashankari,Quick Bites,1,0,2
Food Point,3.5,32,Kumaraswamy Layout,"North Indian, Chinese",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Swarga Ruchi,3.3,10,Basavanagudi,South Indian,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Kolkata King,3.4,6,Basavanagudi,"Fast Food, Rolls",300.0,Delivery,Banashankari,Quick Bites,1,0,2
Sandwich Mama's And Frozen Monster,3.8,53,Jayanagar,"Ice Cream, Beverages, Fast Food",250.0,Delivery,Banashankari,Quick Bites,1,0,3
New Rajadhani Spicy,3.7,67,Kumaraswamy Layout,North Indian,700.0,Delivery,Banashankari,Casual Dining,1,0,1
Big Mishra Pedha,2.9,23,Jayanagar,Mithai,250.0,Delivery,Banashankari,Sweet Shop,1,0,1
VEGeatz,3.4,19,Banashankari,"South Indian, North Indian",200.0,Delivery,Banashankari,Quick Bites,1,0,2
Foodizo,3.6,24,Banashankari,"Desserts, Fast Food, Continental",300.0,Delivery,Banashankari,Quick Bites,1,0,3
Food Springs,4.0,232,Jayanagar,"South Indian, Chinese",400.0,Delivery,Banashankari,Quick Bites,1,0,2
Chung's Chinese Corner,3.9,221,Jayanagar,Chinese,700.0,Delivery,Banashankari,Casual Dining,1,0,1
Eurasia Pasta and Barbeque by Little Italy,4.1,1063,Jayanagar,"Italian, Fast Food, Salad, BBQ",1200.0,Delivery,Banashankari,Casual Dining,1,1,4
Goli Vada Pav No. 1,3.7,93,Basavanagudi,Street Food,200.0,Delivery,Banashankari,Quick Bites,1,0,1
Ragoo's,3.9,233,Jayanagar,"Italian, Pizza, North Indian, Salad",800.0,Delivery,Banashankari,Casual Dining,1,0,4
Pure & Natural,3.9,211,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,Banashankari,Casual Dining,1,0,5
Maiyas,4.0,1778,Jayanagar,"North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Banashankari,Quick Bites,1,0,4
Sip n Dine,3.6,218,Vijay Nagar,"North Indian, Chinese, South Indian",800.0,Delivery,Banashankari,Casual Dining,1,0,3
Cafe Mondo,3.7,514,Basavanagudi,"Cafe, Italian, Beverages",600.0,Delivery,Banashankari,Cafe,1,0,3
Jalpaan,4.0,866,Jayanagar,"North Indian, Continental",900.0,Delivery,Banashankari,Casual Dining,1,1,2
Kataria's Pakwan,3.2,96,Kumaraswamy Layout,North Indian,400.0,Delivery,Banashankari,Quick Bites,1,0,1
Juicy Momos,3.5,80,Banashankari,"Tibetan, Momos",250.0,Delivery,Banashankari,Quick Bites,1,0,2
Amande Patisserie,4.0,73,Basavanagudi,"Bakery, French, Desserts",300.0,Delivery,Banashankari,Bakery,1,0,3
Anand Sweets and Savouries,3.9,84,Jayanagar,"Mithai, Street Food",400.0,Delivery,Banashankari,Sweet Shop,1,0,2
Chicken Hunt,3.5,88,Banashankari,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Banashankari,Quick Bites,1,0,4
Swadesh Tadka,3.5,179,Banashankari,"North Indian, Chinese, Beverages",600.0,Delivery,Banashankari,Casual Dining,1,0,3
Cane-O-La,3.8,61,Basavanagudi,Juices,100.0,Delivery,Banashankari,Quick Bites,1,0,1
New Biryani Mane,3.7,128,Uttarahalli,"North Indian, Chinese, Biryani, South Indian",450.0,Delivery,Banashankari,Casual Dining,1,0,4
Upahara Darshini,3.8,339,Jayanagar,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,Quick Bites,1,0,3
